source_code,source_term,modality,wise,last_date,source_frequency
RAD_ZH00000042_CR,CR Bekken Liggend,Computed Radiography,CR Bekken Liggend - CR: 11029; CR Bekken Liggend - OT: 3;  - CR: 3,2023-03-16,11442
RAD_SCH_MG,RX Schouder,Mammography,RX Schedel - CR: 2147; RX SCHOUDER - CR: 1859; RX Schedel - DX: 1179; RX Schouder - CR: 774; schouder - CR: 115; RX Schedel - RF: 1; RX SCHOUDER - US: 1; RX SCHOUDER - MR: 1; RX Schouder - US: 1,2006-05-02,11268
RAD_ZH00000286_US,Echo Schouder Links,Ultra Sound,Echo Schouder Links - US: 11060,2023-03-16,11186
RAD_T_VOEL_MG,RX Voet Li,Mammography,not in wise,2018-04-19,11058
RAD_1181_MG,VOET,Mammography,VOET - CR: 10844,2015-10-14,11004
RAD_MRAG_MG,MR angiografie,Mammography,MR angiografie - MR: 8401; MR angiografie - CT: 3,2017-09-29,10895
RAD_ZH00000340_MR,MR Hersenen Standaard,Magnetic Resonance,MR Hersenen Standaard - MR: 10374;  - MR: 5,2023-03-16,10852
RAD_T_CWZ_MG,RX Cervicale Wervelzuil,Mammography,not in wise,2018-04-17,10850
RAD_ECAB_MG,echo abdomen,Mammography,not in wise,2003-04-07,10808
RAD_T_ENKR_MG,RX Enkel Re,Mammography,not in wise,2018-04-19,10639
RAD_HEU_MG,RX heup,Mammography,RX HEUP - CR: 2493; RX heup - CR: 1060; heup - CR: 311; RX HEUP - RF: 1; RX HEUP - US: 1,2006-05-02,10354
RAD_CTTHAB_MG,CT Thorax en abdomen,Mammography,CT Thorax en abdomen - CT: 11318; CT Thorax en abdomen - SR: 2; CT Thorax en abdomen - CR: 1,2017-09-29,10332
RAD_T_CTH_MG,CT Thorax,Mammography,not in wise,2018-04-19,10310
RAD_LWZ2R_MG,CT WERVEL 2 (12),Mammography,CT WERVEL 2 (12) - CR: 10272; CT WERVEL 2 (12) - PR: 1,2011-03-24,10285
RAD_T_KNIL_MG,RX Knie Li,Mammography,not in wise,2018-04-19,10263
RAD_T_KNIR_MG,RX Knie Re,Mammography,not in wise,2018-04-19,10241
RAD_1252_MG,LWZ2R,Mammography,LWZ2R - CR: 9854; LWZ2R - RF: 52; LWZ2R - PR: 1,2015-10-14,10100
RAD_T_SCHR_MG,RX Schouder Re,Mammography,not in wise,2018-04-19,10055
RAD_TTE1_MG,Transthoracale echocardiografie,Mammography,Transthoracale echocardiografie - US: 11592; Transthoracale echocardiografie - SR: 2,2017-09-28,9992
RAD_ZH00000089_CR,CR Abdomen Staand,Computed Radiography,CR Abdomen Staand - CR: 9529;  - CR: 3,2023-03-16,9973
RAD_CT SCHED_MG,CT SCHEDELBASIS (12),Mammography,CT SCHEDELBASIS (12) - MG: 1,2011-03-24,9917
RAD_T_POLL_MG,RX Pols Li,Mammography,not in wise,2018-04-18,9869
RAD_T_ENKL_MG,RX Enkel Li,Mammography,not in wise,2018-04-19,9694
RAD_ZH00000155_CT,CT Thorax Embolen,Computed Tomography,CT Thorax Embolen - CT: 9417;  - CT: 1,2023-03-16,9489
RAD_T_OPG_MG,OPG,Mammography,not in wise,2018-04-19,9483
RAD_ZH00005178_US,ECG ad-hoc,Ultra Sound,not in wise,2023-02-15,9421
RAD_1161_MG,SCHOUDER,Mammography,SCHOUDER - CR: 9055; SCHOUDER - RF: 29; SCHOUDER - PR: 1,2015-10-14,9406
RAD_5011_MG,TBSPECT/A,Mammography,TBSPECT/A - NM: 7392; TBSPECT/A - CT: 442; TBSPECT/A - PT: 4; TBSPECT/A - MG: 1; TBSPECT/A - PR: 1,2014-03-11,9209
RAD_VIL_MG,RX vinger li,Mammography,RX vinger li - CR: 5077; RX Vinger li - CR: 4602; RX Vinger li - US: 4; RX Vinger li - DX: 2; RX Vinger li - RF: 1,2017-09-29,9105
RAD_T_HEUR_MG,RX Heup Re,Mammography,not in wise,2018-04-18,8992
RAD_T_SCHL_MG,RX Schouder Li,Mammography,not in wise,2018-04-19,8869
RAD_SCHOUDER_MG,Schouder,Mammography,Schouder - CR: 8860; Schouder - US: 1,2011-03-24,8866
RAD_T_POLR_MG,RX Pols Re,Mammography,not in wise,2018-04-18,8816
RAD_T_CLID_MG,CT Lidmaat,Mammography,not in wise,2018-04-16,8779
RAD_VIR_MG,RX vinger Re,Mammography,RX Vinger Re - CR: 4366; RX vinger re - CR: 3458; RX vinger Re - CR: 1552; RX Vinger Re - US: 4,2017-09-29,8763
RAD_ZH00005118_CT,Conebeam sinussen,Computed Tomography,Conebeam sinussen - CT: 8543; CT Conebeam sinussen - CT: 71,2023-03-16,8758
RAD_THB_MG,THB,Mammography,not in wise,2000-01-11,8702
RAD_T_HEUL_MG,RX Heup Li,Mammography,not in wise,2018-04-19,8547
RAD_T_HANR_MG,RX Hand Re,Mammography,not in wise,2018-04-19,8424
RAD_DULM_MG,Duplex lidmaat,Mammography,duplex lidmaat - US: 2692; Duplex lidmaat - US: 2392; duplex lidmaat - CR: 4; Duplex lidmaat - CR: 2,2011-01-31,8360
RAD_ENKEL_MG,Enkel(s),Mammography,Enkel(s) - CR: 8337,2011-03-24,8342
RAD_SMD_MG,RX SMD 10cl,Mammography,RX SMD 10cl - RF: 4651; Slokdarm Maag Duodenum - RF: 643; RX SMD 10cl - CR: 265; Slokdarm Maag Duodenum - CR: 64; Slokdarm Maag Duodenum - DX: 43; RX SMD 10cl - XA: 5,2017-09-29,8320
RAD_T_BEKL_MG,RX Bekken Li,Mammography,not in wise,2018-04-18,8186
RAD_ECHA_MG,Echo hals,Mammography,Echo hals - US: 5197; echo hals - US: 1877; Echo hals - CT: 2; echo hals - CR: 1; Echo hals - XA: 1; Echo hals - CR: 1; Echo hals - MG: 1,2017-09-29,8129
RAD_1650_MG,CT SCHEDEL ZONDER (10),Mammography,CT SCHEDEL ZONDER (10) - CT: 8008; CT SCHEDEL ZONDER (10) - CR: 1; CT SCHEDEL ZONDER (10) - PR: 1,2015-10-14,8079
RAD_ELL_MG,RX elleboog li,Mammography,RX Elleboog li - CR: 4698; RX elleboog li - CR: 3609; RX Elleboog li - US: 5; RX elleboog li - DX: 3; RX Elleboog li - DX: 3; RX Elleboog li - RF: 1; RX elleboog li - US: 1,2017-09-29,8060
RAD_ZH00005083_NM,Whole body met SPECT/CT (low dose CT) inj,Nuclear Medicine,Whole body met SPECT/CT (low dose CT) inj - NM: 7921; Whole body met SPECT/CT (low dose CT) inj - OT: 6704; Whole body met SPECT/CT (low dose CT) inj - CT: 7; Whole body met SPECT/CT (low dose CT) inj - MG: 6; Whole body met SPECT/CT (low dose CT) inj - PT: 1,2023-03-16,7948
RAD_1191_MG,ENKEL,Mammography,ENKEL - CR: 7680; ENKEL - RF: 1,2015-10-14,7923
RAD_ZH00000037_CR,CR Knie Trauma (F-P-3/4) Rechts,Computed Radiography,CR Knie 4 Opnames Rechts - CR: 4754; CR Knie Trauma (F-P-3/4) Rechts - CR: 3080; CR Knie 4 Opnames Rechts - OT: 19;  - CR: 2; CR Knie Trauma (F-P-3/4) Rechts - OT: 1,2023-03-16,7892
RAD_ZH00000143_CT,CT CWZ Standaard,Computed Tomography,CT CWZ Standaard - CT: 7791,2023-03-16,7871
RAD_ZH00000305_US,Echo Heup Rechts,Ultra Sound,Echo Heup Rechts - US: 7756,2023-03-16,7864
RAD_ELR_MG,RX elleboog re,Mammography,RX Elleboog re - CR: 4636; RX elleboog re - CR: 3515; RX elleboog re - US: 3; RX Elleboog re - DX: 2; RX elleboog re - CT: 2; RX Elleboog re - US: 2;  - CR: 1; RX elleboog re - RF: 1; RX Elleboog re - CT: 1; RX elleboog re - DX: 1,2017-09-29,7840
RAD_BMCA_MG,Botdensitometrie,Mammography,Botdensitometrie - OT: 4625; Botdensitometrie - CT: 3,2017-09-29,7798
RAD_T_EMAM_MG,Echo Borst,Mammography,not in wise,2018-04-18,7794
RAD_SAC_MG,RX SACRUM,Mammography,RX SACRUM - CR: 7099; RX SACRUM - RF: 4; RX SACRUM - CT: 3; RX SACRUM - US: 3,2017-09-29,7722
RAD_CTFA_MG,CT of CBCT faciaal massief (sinussen) zonder contr,Mammography,CT of CBCT faciaal massief (sinussen) zonder contrast - CT: 7509; CT of CBCT faciaal massief (sinussen) zonder contrast - ES: 6; CT of CBCT faciaal massief (sinussen) zonder contrast - SC: 2; CT of CBCT faciaal massief (sinussen) zonder contrast - CR: 1; CT of CBCT faciaal massief (sinussen) zonder contrast - SR: 1,2017-09-29,7704
RAD_ZH00000088_CR,CR Abdomen Liggend,Computed Radiography,not in wise,2023-03-16,7681
RAD_T_HANL_MG,RX Hand Li,Mammography,not in wise,2018-04-17,7655
RAD_SB1_MG,Superbiopsie 1x,Mammography,not in wise,2011-11-21,7643
RAD_T_MRSCH_MG,MRI Schedel,Mammography,not in wise,2018-04-18,7624
RAD_ZH00000035_CR,CR Knie Trauma (F-P-3/4) Links,Computed Radiography,CR Knie 4 Opnames Links - CR: 4521; CR Knie Trauma (F-P-3/4) Links - CR: 2997; CR Knie 4 Opnames Links - OT: 21; CR Knie Trauma (F-P-3/4) Links - OT: 1;  - CR: 1,2023-03-16,7590
RAD_ZH00000265_US,Echo Hals,Ultra Sound,Echo Hals - US: 7494,2023-03-16,7561
RAD_VI_MG,RX vinger,Mammography,RX vinger - CR: 935; vinger - CR: 3,2006-05-03,7532
RAD_T_HUMR_MG,RX Humerus Re,Mammography,not in wise,2018-04-19,7497
RAD_ZH00000304_US,Echo Heup Links ,Ultra Sound,Echo Heup Links - US: 7374,2023-03-16,7489
RAD_ZH00000177_CT,CT Thorax-Abdomen Restaging Met Contrast,Computed Tomography,CT Thorax-Abdomen Restaging Met Contrast - CT: 7228; CT Thorax-Abdomen Restaging met contrast - CT: 233; CT Thorax-Abdomen + Longembolen - CT: 3;  - CT: 2,2022-05-20,7464
RAD_ZH00000047_CR,CR CWZ,Computed Radiography,CR CWZ - CR: 7275;  - CR: 2,2023-03-16,7448
RAD_T_CCWZ_MG,CT CWZ,Mammography,not in wise,2018-04-18,7359
RAD_SK_MG,Schildklierscan,Mammography,Schildklierscan - NM: 3325,2017-09-29,7246
RAD_SM1_MG,Supermakroscopie 1x,Mammography,Supermakroscopie 1x - CT: 1,2011-11-23,7229
RAD_1121_MG,POLS,Mammography,POLS - CR: 6823,2015-10-14,7077
RAD_ZH00000130_CT,CT Hersenen Trauma,Computed Tomography,CT Hersenen Trauma - CT: 6949,2023-03-16,7027
RAD_ZH00000307_US,Duplex-Dopler Carotiden + Vertebralis,Ultra Sound,Duplex-Dopler Carotiden + Vertebralis - US: 7010;  - US: 1,2023-03-16,6993
RAD_POLS_MG,POLS,Mammography,POLS - CR: 6984,2011-03-24,6991
RAD_ZH00000012_CR,CR Elleboog Links,Computed Radiography,CR Elleboog Links - CR: 6817;  - CR: 7; CR Elleboog Links - OT: 1,2023-03-16,6964
RAD_EL_MG,"ECHO LEVER, GALBLAAS, GALWEGEN EN UROGENITAAL SYST",Mammography,RX ELLEBOOG - CR: 713; RX Elleboog - CR: 330; elleboog - CR: 27; RX Elleboog - US: 1,2006-05-03,6960
RAD_6001_MG,NMR HOOFD,Mammography,NMR HOOFD - MR: 6906; NMR HOOFD - MG: 1,2015-10-14,6926
RAD_ZH00000169_CT,CT Urolithiase,Computed Tomography,CT Urolithiase - CT: 6821,2023-03-16,6866
RAD_CTRS_MG,CT rotsbeenderen/sella tursica,Mammography,CT rotsbeenderen/sella tursica - CT: 5743; CT rotsbeenderen/sella tursica - CR: 4,2017-09-29,6864
RAD_T_SIN_MG,RX Sinussen,Mammography,not in wise,2017-10-31,6733
RAD_ZH00005083_OT,Whole body met SPECT/CT (low dose CT) inj,Other,Whole body met SPECT/CT (low dose CT) inj - NM: 7921; Whole body met SPECT/CT (low dose CT) inj - OT: 6704; Whole body met SPECT/CT (low dose CT) inj - CT: 7; Whole body met SPECT/CT (low dose CT) inj - MG: 6; Whole body met SPECT/CT (low dose CT) inj - PT: 1,2020-08-24,6716
RAD_ZH00000153_CT,CT Thorax Zonder Contrast,Computed Tomography,CT Thorax Zonder Contrast - CT: 6801,2023-03-16,6691
RAD_1708_MG,ECHO ABDOMEN,Mammography,ECHO ABDOMEN - US: 6524,2015-12-26,6685
RAD_ZH00000013_CR,CR Elleboog Rechts,Computed Radiography,CR Elleboog Rechts - CR: 6471;  - CR: 4,2023-03-16,6612
RAD_B3F_MG,Botscan 3 fasen,Mammography,Botscan 3 fasen - NM: 4969,2017-09-27,6490
RAD_T_HUML_MG,RX Humerus Li,Mammography,not in wise,2018-04-19,6443
RAD_ECHO ABD_MG,ECHO ABDOMEN,Mammography,not in wise,2011-03-25,6435
RAD_1668_MG,CT THORAX,Mammography,CT THORAX - CT: 5820; CT THORAX - SC: 19; CT THORAX - MG: 2; CT THORAX - PR: 1,2015-10-14,6274
RAD_ABDOMENE_MG,ABDOMENENKEL,Mammography,not in wise,2011-03-23,6226
RAD_NMR LIDM_MG,NMR LIDMAAT,Mammography,not in wise,2011-03-25,6217
RAD_RIBL_MG,RX ribben li,Mammography,RX Ribben li - CR: 3575; RX ribben li - CR: 2823; RX Ribben Links - DX: 1764; RX Ribben Links - CR: 1255; RX Ribben li - RF: 5; RX Ribben li - DX: 1; RX ribben li - US: 1,2017-09-29,6183
RAD_SN_MG,Smith & Nephew Roeselare,Mammography,Smith - ES: 6124; Smith - OT: 3; Smith & Nephew Roeselare - ES: 1,2015-12-17,6136
RAD_T_CSCH+_MG,CT Schedel + Contrast,Mammography,not in wise,2018-04-19,6091
RAD_ZH00000048_CR,CR DWZ,Computed Radiography,CR DWZ - CR: 5861; CR DWZ - OT: 2;  - CR: 1,2023-03-16,6058
RAD_PET_MG,PETscan,Mammography,Petscan kortrijk - PT: 2830; Petscan kortrijk - CT: 701; PETscan - CT: 399; PETscan - PT: 300; Petscan zonder fakturatie - PT: 117; Petscan zonder fakturatie - CT: 97; Petscan kortrijk - US: 2; Petscan zonder fakturatie - MR: 2; Petscan kortrijk - OT: 2; Petscan zonder fakturatie - CR: 1; PETscan - OT: 1,2017-09-29,6051
RAD_RIBR_MG,RX ribben re,Mammography,RX Ribben re - CR: 3425; RX ribben re - CR: 2690; RX Ribben Rechts - DX: 1762; RX Ribben Rechts - CR: 1283; RX Ribben re - RF: 4; RX Ribben re - DX: 2; RX Ribben re - US: 1; RX ribben re - US: 1; RX Ribben re - CT: 1,2017-09-29,5952
RAD_NMR WERV_MG,NMR WERVELZUIL,Mammography,not in wise,2011-03-24,5860
RAD_ECHOCARD_MG,amb zaal 1&2,Mammography,Echo cardio menen - US: 6632; amb zaal 1 - US: 169; Echo cardio menen - SR: 3,2017-09-28,5859
RAD_CSWA_MG,Echo W.Anné,Mammography,Echo W.Anné - US: 6391; Echo W.Anné - SR: 1,2017-09-28,5830
RAD_ZH00000004_CR,CR Vinger Rechts,Computed Radiography,CR Vinger Rechts - CR: 5664,2023-03-16,5814
RAD_CWZMAX_MG,CWZ,Mammography,CWZ - CR: 5794; CWZ - RF: 1,2011-03-24,5799
RAD_1401B_MG,THORAX BOBBY,Mammography,THORAX BOBBY - CR: 5649; THORAX BOBBY - RF: 97,2015-10-14,5779
RAD_ZH00000003_CR,CR Vinger Links,Computed Radiography,CR Vinger Links - CR: 5647;  - CR: 1,2023-03-16,5778
RAD_T_VINR_MG,RX VIinger Re,Mammography,not in wise,2018-04-18,5716
RAD_COLE_MG,RX colon enkel contrast,Mammography,RX colon enkel contrast - RF: 1415; colon enkel contrast - CR: 197; RX colon enkel contrast - CR: 123; RX colon enkel contrast - XA: 13,2017-09-20,5695
RAD_FULL_MG,RX Full leg,Mammography,RX Full leg - CR: 4412; RX Full leg - CT: 283; RX Full leg - RF: 248; RX Full leg - DX: 197; RX Full leg - MR: 1,2017-09-28,5690
RAD_T_VINL_MG,RX Vinger Li,Mammography,not in wise,2018-04-19,5647
RAD_1402_MG,THORAX (2 OPNAMEN),Mammography,THORAX (2 OPNAMEN) - CR: 5452; THORAX (2 OPNAMEN) - RF: 1,2015-10-14,5533
RAD_ZH00000430_MR,MR Schouder Arthro Rechts,Magnetic Resonance,MR Schouder Arthro Rechts - MR: 5473,2023-03-16,5525
RAD_ZH00000341_MR,MR Hersenen CVA,Magnetic Resonance,MR Hersenen CVA - MR: 5338,2023-03-16,5500
RAD_T_DWZ_MG,RX Dorsale Wervelzuil,Mammography,not in wise,2018-04-18,5453
RAD_T_CSIN_MG,CT Sinussen,Mammography,not in wise,2018-04-16,5441
RAD_ZH00005479_XA,coronarografie,X-Ray Angiography,Coronarografie (diagnostisch) (60) - XA: 438; Coronarografie (diagnostisch) (60) - OT: 1,2023-03-15,5412
RAD_ZH00000063_CR,CR Arthro Schouder Rechts,Computed Radiography,CR Arthro Schouder Rechts - CR: 5307; CR Arthro Schouder Rechts - MR: 17; CR Arthro Schouder Rechts - OT: 1,2023-03-16,5396
RAD_1704_MG,ECHO BORST,Mammography,ECHO BORST - US: 5337; ECHO BORST - OT: 3; ECHO BORST - MG: 1,2015-10-14,5392
RAD_CU1_MG,Cytologie urine-sputum 1x,Mammography,not in wise,2011-11-21,5306
RAD_T_ABHYP_MG,RX Abdomen Hypch,Mammography,not in wise,2018-04-19,5205
RAD_T_MAM2_MG,Mammografie 2,Mammography,not in wise,2018-04-18,5171
RAD_T_MRLWZ_MG,MRI Lumbale Wervelzuil,Mammography,not in wise,2018-04-18,5163
RAD_CSPP_MG,Echo P.Pollet,Mammography,Echo P.Pollet - US: 5539; Echo P.Pollet - SR: 3; Echo P.Pollet - XA: 1,2017-09-28,5154
RAD_RIB2_MG,RX ribben ,Mammography,RX RIBBEN MIN 2 OPN - CR: 496; RX ribben - CR: 236; ribben min 2cl - CR: 49,2006-05-03,5086
RAD_1351_MG,MAMMOGRAFIE,Mammography,MAMMOGRAFIE - MG: 5016; MAMMOGRAFIE - OT: 1,2015-10-14,5043
RAD_ZH00005181_US,Fietsergonometrie - maximaal adhoc,Ultra Sound,Fietsergonometrie - maximaal adhoc - US: 2,2021-10-25,5006
RAD_DUUV_MG,Duplex unilateraal veneus,Mammography,Duplex unilateraal veneus - US: 5451; Duplex unilateraal veneus - RF: 1; Duplex unilateraal veneus - CR: 1,2017-09-29,4913
RAD_ZH00000001_CR,CR Duim Links,Computed Radiography,CR Duim Links - CR: 4883;  - CR: 3,2023-03-16,4909
RAD_HAND_MG,HAND,Mammography,HAND - CR: 4898,2011-03-24,4902
RAD_1301_MG,ABDOMENENKEL,Mammography,ABDOMENENKEL - CR: 4002; ABDOMENENKEL - RF: 35; ABDOMENENKEL - PR: 1,2015-10-14,4842
RAD_T_CDECK_MG,Consultatie Dr Deckers,Mammography,not in wise,2018-04-16,4814
RAD_1246_MG,CWZMAX,Mammography,CWZMAX - CR: 4725; CWZMAX - RF: 6; CWZMAX - MG: 1,2015-10-14,4797
RAD_ZH00000084_CR,CR Ribbenrooster Links,Computed Radiography,CR Ribbenrooster Links - CR: 4651,2023-03-16,4773
RAD_WBSPCT_MG,Total Body + spectCT,Mammography,Total Body + spectCT - NM: 6605; Total Body + spectCT - CT: 17,2017-09-29,4747
RAD_ZH00000261_US,Echo Nieren - Blaas,Ultra Sound,Echo Nieren - Blaas - US: 4526,2023-03-16,4738
RAD_ZH00000002_CR,CR Duim Rechts,Computed Radiography,CR Duim Rechts - CR: 4711;  - CR: 2,2023-03-16,4737
RAD_OBEE_MG,RX onderbeen,Mammography,RX ONDERBEEN - CR: 479; RX onderbeen - CR: 171; onderbeen - CR: 34,2006-04-28,4678
RAD_MRMA_MG,MR mammae,Mammography,MR mammae - MR: 4037; MR mammae - MG: 1,2017-09-29,4632
RAD_T_EHWD_MG,Echo Hals,Mammography,not in wise,2018-04-19,4577
RAD_TEE_MG,TransEsophageale Echocardiografie,Mammography,TransEsophageale Echocardiografie - US: 2636; Transoesofagale echocardiografie OK - US: 2469; TRANS ESOPHAGEAL ECHOCARDIOGRAM - US: 3; TransEsophageale Echocardiografie - ES: 1; Transoesofagale echocardiografie OK - CR: 1,2017-09-28,4575
RAD_1111_MG,HAND,Mammography,HAND - CR: 4027,2015-10-13,4504
RAD_ZH00000085_CR,CR Ribbenrooster Rechts,Computed Radiography,CR Ribbenrooster Rechts - CR: 4394,2023-03-16,4498
RAD_T_CSTR_MG,Consultatie Dr Stroef,Mammography,not in wise,2018-04-17,4466
RAD_1101_MG,VINGER,Mammography,VINGER - CR: 4142,2015-10-14,4385
RAD_T_ELLL_MG,RX Elleboog Li,Mammography,not in wise,2018-04-19,4357
RAD_ZH00000301_US,Echo Knie Rechts,Ultra Sound,Echo Knie Rechts - US: 4288,2023-03-16,4353
RAD_ZH00000411_MR,MR Prostaat Screening,Magnetic Resonance,MR Prostaat Screening - MR: 4394;  - MR: 1,2023-03-16,4341
RAD_T_ELLR_MG,RX Elleboog Re,Mammography,not in wise,2018-04-19,4337
RAD_CTHA_MG,CT Hals,Mammography,CT Hals - CT: 4548; CT Angio Thorax - CT: 203; CT Hals - SR: 5; CT Hals - CR: 2; CT Hals - MG: 1,2017-09-29,4337
RAD_ZH00000429_MR,MR Schouder Arthro Links,Magnetic Resonance,MR Schouder Arthro Links - MR: 4201,2023-03-16,4245
RAD_OL_MG,OL,Mammography,OL - US: 4243,2011-03-24,4244
RAD_ZH00000300_US,Echo Knie Links,Ultra Sound,Echo Knie Links - US: 4154,2023-03-16,4228
RAD_ZH00000062_CR,CR Arthro Schouder Links,Computed Radiography,CR Arthro Schouder Links - CR: 4139; CR Arthro Schouder Links - MR: 7; CR Arthro Schouder Links - RF: 1,2023-03-16,4198
RAD_CYST_MG,RX cystografie,Mammography,RX cystografie - RF: 1835; RX cystografie - CR: 343; RX cystografie - MR: 1; RX cystografie - XA: 1,2017-09-29,4177
RAD_T_CTHAB_MG,CT Thorax en Abdomen,Mammography,not in wise,2018-04-19,4158
RAD_ECHO BOR_MG,ECHO BORST,Mammography,not in wise,2011-03-24,4148
RAD_1724_MG,OL,Mammography,OL - US: 4064; OL - PR: 1,2015-10-14,4103
RAD_SLOK_MG,RX slokdarm 6cl,Mammography,RX slokdarm 6cl - RF: 1542; RX slokdarm 6cl - CR: 1045; RX slokdarm 6cl - SR: 1; RX slokdarm 6cl - XA: 1; RX slokdarm 6cl - US: 1,2017-09-26,4102
RAD_ZH00000319_US,Duplex-Dopler Onderste Lidmaat Veneus Links,Ultra Sound,Duplex-Dopler Onderste Lidmaat Veneus Links - US: 4011,2023-03-16,4062
RAD_ZH00000044_CR,CR Bekken Calibratiekogel,Computed Radiography,CR Bekken Calibratiekogel - CR: 4010; CR Bekken Calibratiekogel - OT: 18;  - CR: 1,2023-03-16,4030
RAD_DUKL_MG,DUPLEX ABD/TH,Mammography,Duplex Kleur - US: 3337; Duplex Kleur - CR: 1,2003-04-16,4029
RAD_ZH00000271_US,Echo Liezen,Ultra Sound,Echo Liezen - US: 3934,2023-03-16,4026
RAD_1666_MG,CT LIDMAAT (6),Mammography,CT LIDMAAT (6) - CT: 3472; CT LIDMAAT (6) - (no value): 2; CT LIDMAAT (6) - SC: 1; CT LIDMAAT (6) - PR: 1; CT LIDMAAT (6) - RF: 1,2015-10-13,3934
RAD_ZH00005113_CT,"CT CORONAIREN - Angio (-,+)/EKG",Computed Tomography,"CT CORONAIREN - Angio (-,+)/EKG - CT: 1504; CT CORONAIREN - Angio (-,+)/EKG - CT: 1293; CT Coronarografie (-,+)/EKG - CT: 1262",2023-03-16,3920
RAD_OBL_MG,RX onderbeen li,Mammography,RX Onderbeen li - CR: 2249; Rx onderbeen li - CR: 1195; RX onderbeen li - CR: 400; RX Onderbeen li - RF: 3; RX Onderbeen li - US: 1; Rx onderbeen li - DX: 1; RX Onderbeen li - DX: 1,2017-09-28,3915
RAD_NEUS_MG,RX Neus,Mammography,RX Neus - CR: 2995; RX Neus - CT: 1; RX Neus - US: 1,2017-09-29,3913
RAD_OBR_MG,RX onderbeen re,Mammography,RX Onderbeen re - CR: 2224; Rx onderbeen re - CR: 1270; RX onderbeen re - CR: 482; RX Onderbeen re - DX: 6; RX Onderbeen re - RF: 3; RX Onderbeen re - US: 1; Rx onderbeen re - DX: 1; Rx onderbeen re - US: 1,2017-09-29,3907
RAD_9004_MG,ARTHROGRAFIE 4,Mammography,ARTHROGRAFIE 4 - RF: 3536; ARTHROGRAFIE 4 - CR: 2,2015-10-14,3886
RAD_T_SCH_MG,RX Schedel,Mammography,not in wise,2018-04-16,3869
RAD_ZH00000320_US,Duplex-Dopler Onderste Lidmaat Veneus Rechts,Ultra Sound,Duplex-Dopler Onderste Lidmaat Veneus Rechts - US: 3763,2023-03-16,3843
RAD_ZH00000170_CT,CT Urografie,Computed Tomography,CT Urografie - CT: 3825,2023-03-16,3815
RAD_ZH00000406_MR,MR Lever Coöperatief,Magnetic Resonance,MR Lever Coöperatief - MR: 3786;  - MR: 1,2023-03-16,3764
RAD_ZH00000345_MR,MR Hersenen Tumor,Magnetic Resonance,MR Hersenen Tumor - MR: 3685;  - MR: 1,2023-03-16,3734
RAD_FRAX_MG,Botdensitometrie terugbetaald (DEXA),Mammography,Botdensitometrie terugbetaald (DEXA) - OT: 4034,2017-09-29,3728
RAD_IVP_MG,RX IVP,Mammography,Intraveneuze Pyelografie - CR: 419; RX IVP - CR: 265; IVP + NSE 4 CL - RF: 53; Intraveneuze Pyelografie - DX: 17; IVP + NSE 4 CL - CR: 10; Intraveneuze Pyelografie - RF: 9; RX IVP - RF: 6; Intraveneuze Pyelografie - US: 1,2016-12-29,3709
RAD_ZH00000187_CT,CT Onderste Ledematen,Computed Tomography,CT Onderste Ledematen - CT: 3713,2023-03-16,3708
RAD_LPE_MG,Longperfusie,Mammography,Longperfusie - NM: 1425,2017-03-09,3702
RAD_T_ST_MG,RX Sternum/Thorax FP,Mammography,not in wise,2018-04-17,3675
RAD_VINGER_MG,Vinger*,Mammography,Vinger* - CR: 3650,2011-03-24,3652
RAD_ZH00000318_US,Duplex-Dopler Onderste Lidmaten Ven. Bilateraal,Ultra Sound,Duplex-Dopler Onderste Lidmaten Ven. Bilateraal - US: 3510; Duplex-Dopler Onderste Lidmaten Veneus - US: 104,2023-03-16,3639
RAD_ZH00000484_MR,MR Mammo Dynamic,Magnetic Resonance,MR Mammo Dynamic - MR: 3562,2023-03-12,3534
RAD_0000008616_CT,CT Abdomen Standaard zonder contrast,Computed Tomography,CT Abdomen Standaard zonder contrast - CT: 3406,2023-03-16,3523
RAD_ELLEBOOG_MG,Ellebo(o)g(en),Mammography,Ellebo(o)g(en) - CR: 3489,2011-03-24,3490
RAD_0000008607_OT,CR EOS Onderste Ledematen / pre-op 3D / post-op 3D,Other,CR EOS Onderste Ledematen / pre-op 3D / post-op 3D - DX: 2304; CR EOS Onderste Ledematen / pre-op 3D - OT: 578; CR EOS Onderste Ledematen / pre-op 3D / post-op 3D - OT: 396; CR EOS Onderste Ledematen / pre-op 3D - DX: 88; CR EOS Onderste Ledematen / pre-op 3D / post-op 3D - CR: 37; CR EOS Knie Links - OT: 36; CR EOS Onderste Ledematen / pre-op 3D - CR: 3; CR EOS Knie Links - DX: 3; CR EOS Knie Links - CR: 1,2023-03-16,3466
RAD_T_CABD-_MG,CT Abdomen -,Mammography,not in wise,2018-04-18,3396
RAD_ZH00000297_US,Echo Enkel Rechts,Ultra Sound,Echo Enkel Rechts - US: 3193,2023-03-16,3279
RAD_T_RIBL_MG,RX Ribben Li,Mammography,not in wise,2018-04-17,3278
RAD_T_DLIDKN_MG,duplex kleur 1 x per jaar niet ter bet,Mammography,not in wise,2011-01-31,3275
RAD_1141_MG,ELLEBOOG,Mammography,ELLEBOOG - CR: 3147,2015-10-13,3268
RAD_T_RIBR_MG,RX Ribben Re,Mammography,not in wise,2018-04-19,3259
