sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:modality,ADD_INFO:wise,ADD_INFO:last_date,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
RAD_ZH00005397_XA,Diagnostische arteriografie bovenste ledematen,12,,X-Ray Angiography,Diagnostische arteriografie bovenste ledematen - XA: 12,2023-03-03,0.57,UNCHECKED,UNREVIEWED,,0,4169652,Diagnostic arteriography,Procedure,MAPS_TO,,<auto>,1679066301162,
RAD_PFON_MG,PFO-SLUITING + NARCOSE,36,,Mammography,PFO-SLUITING + NARCOSE - XA: 40; PFO-SLUITING + NARCOSE - US: 1,2017-09-01,0.21,UNCHECKED,UNREVIEWED,,0,4020981,Electronarcosis,Procedure,MAPS_TO,,<auto>,1679066301192,
RAD_ZH00000090_CR,CR Diafragmakoepels,29,,Computed Radiography,CR Diafragmakoepels - CR: 23,2022-08-05,0.37,UNCHECKED,UNREVIEWED,,0,4213432,Mechanical fragmentation of cataract with extraction by posterior route,Procedure,MAPS_TO,,<auto>,1679066301408,
RAD_ZH00000615_NM,HIDA FRL dynamisch en SPECT/CT (low dose CT),16,,Nuclear Medicine,HIDA FRL dynamisch en SPECT/CT (low dose CT) - NM: 15; HIDA pre-SIRT dynamisch en SPECT/CT (low dose CT) - NM: 1,2023-01-06,0.31,UNCHECKED,UNREVIEWED,,0,37017298,Low dose computed tomography of thorax,Procedure,MAPS_TO,,<auto>,1679066301624,
RAD_ZH00005580_XA,coronarografie + PCI,9,,X-Ray Angiography,not in wise,2023-03-09,0.27,UNCHECKED,UNREVIEWED,,0,4329385,Fluoroscopic angiography of coronary graft using contrast,Procedure,MAPS_TO,,<auto>,1679066302259,
RAD_CAU2_MG,1x urine en 2x bladderwash,1,,Mammography,not in wise,2006-06-29,0.35,UNCHECKED,UNREVIEWED,,0,4021585,Manual bladder washout through catheter,Procedure,MAPS_TO,,<auto>,1679066302497,
RAD_EN_MG,Echo nieren,7,,Mammography,Echo nieren - US: 7,2015-12-21,0.33,UNCHECKED,UNREVIEWED,,0,4091145,Evoked oto-acoustic emission measurement,Procedure,MAPS_TO,,<auto>,1679066302713,
RAD_ZH00000519_CT,Punctie Wervel,12,,Computed Tomography,Punctie Wervel - CT: 13; Punctie Wervel - XA: 2; Punctie Wervel - US: 1,2022-10-04,0.49,UNCHECKED,UNREVIEWED,,0,4127481,Cervical puncture,Procedure,MAPS_TO,,<auto>,1679066302898,
RAD_SBGB_MG,Superbiopsie + gewone biopsie,29,,Mammography,not in wise,2011-09-12,0.31,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066303207,
RAD_ARTP_MG,ARTP,9,,Mammography,not in wise,1998-10-21,0.45,UNCHECKED,UNREVIEWED,,0,4044940,Radiotherapy planning,Procedure,MAPS_TO,,<auto>,1679066303264,
RAD_CHSO_MG,Cholangio via sonde,36,,Mammography,CHOLANGIO VIA SOND - RF: 19; CHOLANGIO VIA SOND - CR: 2; CHOLANGIO VIA SOND - XA: 1; Cholangio via sonde - RF: 1,2017-08-31,0.48,UNCHECKED,UNREVIEWED,,0,4151838,Cholangiogram,Procedure,MAPS_TO,,<auto>,1679066303458,
RAD_0000008624_XA,Ajmalinetest,16,,X-Ray Angiography,Ajmalinetest - XA: 65,2022-07-14,0.22,UNCHECKED,UNREVIEWED,,0,4093116,Kinetic platform test,Procedure,MAPS_TO,,<auto>,1679066303688,
RAD_0000008552_US,EUS Circulair,7,,Ultra Sound,EUS Circulair - US: 183,2020-01-07,0.53,UNCHECKED,UNREVIEWED,,0,4254348,Circulatory care assessment,Procedure,MAPS_TO,,<auto>,1679066304627,
RAD_T_PUP1_MG,Pleurapunctie +,29,,Mammography,not in wise,2018-04-17,0.40,UNCHECKED,UNREVIEWED,,0,4031456,Puncture and drainage of pleural cavity,Procedure,MAPS_TO,,<auto>,1679066304627,
RAD_EMKA_MG,COAX.KATH.EMBOLIS.,9,,Mammography,not in wise,1997-12-01,0.27,UNCHECKED,UNREVIEWED,,0,4046732,Embolization procedure,Procedure,MAPS_TO,,<auto>,1679066304644,
RAD_ZH00005304_US,Veneuze Duplex Onderste Ledematen,300,,Ultra Sound,Veneuze Duplex Onderste Ledematen - US: 1075; Veneuze Duplex Onderste Ledematen - US: 4,2023-03-13,0.34,UNCHECKED,UNREVIEWED,,0,4144167,Excision of duplex ureter,Procedure,MAPS_TO,,<auto>,1679066304727,
RAD_LAVH_MG,L.A.V.H. (lap. Geassist.vag.hysterectomie),12,,Mammography,L.A.V.H. (lap. Geassist.vag.hysterectomie) - ES: 12,2015-10-12,0.21,UNCHECKED,UNREVIEWED,,0,4294805,Laparoscopic-assisted vaginal hysterectomy,Procedure,MAPS_TO,,<auto>,1679066305180,
RAD_LEVE_MG,Lever-milt scan,1,,Mammography,not in wise,2003-08-06,0.36,UNCHECKED,UNREVIEWED,,0,4300757,Computed tomography,Procedure,MAPS_TO,,<auto>,1679066305309,
RAD_0000008598_XA,Plaatsen Tenckhoff-catheter,16,,X-Ray Angiography,Plaatsen Tenckhoff-catheter - XA: 16,2022-08-18,0.54,UNCHECKED,UNREVIEWED,,0,40490500,Repositioning of Tenckhoff catheter,Procedure,MAPS_TO,,<auto>,1679066305567,
RAD_LEXT_MG,LEAD EXTRACTIE,7,,Mammography,LEAD EXTRACTIE - XA: 9,2017-09-08,0.52,UNCHECKED,UNREVIEWED,,0,4270484,Extraction,Procedure,MAPS_TO,,<auto>,1679066306540,
RAD_BSP_MG,Botscan SPECT,36,,Mammography,Botscan SPECT - NM: 2; Botscan SPECT - CR: 1; SpectCT - CR: 1,2016-09-22,0.33,UNCHECKED,UNREVIEWED,,0,4160296,Single photon emission computed tomography of brain using thallium,Procedure,MAPS_TO,,<auto>,1679066306622,
RAD_CBMFM_MG,Conebeam mfm,16,,Mammography,Conebeam mfm - CT: 16,2016-06-21,0.30,UNCHECKED,UNREVIEWED,,0,37397149,Cone beam CT,Procedure,MAPS_TO,,<auto>,1679066306773,
RAD_VBIM1_MG,Vriescoupe + 1 immuno,9,,Mammography,not in wise,2011-04-08,0.26,UNCHECKED,UNREVIEWED,,0,4314777,Immunosuppressive therapy,Procedure,MAPS_TO,,<auto>,1679066306837,
RAD_CBDENT_MG,Conebeam Dental,12,,Mammography,CBCT Dentascan terugbetaalbaar - CT: 155; Conebeam Dental - CT: 11; CBCT Dentascan terugbetaalbaar - OT: 6,2016-07-04,0.56,UNCHECKED,UNREVIEWED,,0,44811683,Cone beam CT dental,Procedure,MAPS_TO,,<auto>,1679066306841,
RAD_ZH00000524_XA,Embolisatie pseudo-aneurysma,29,,X-Ray Angiography,Embolisatie pseudo-aneurysma - US: 54; Embolisatie pseudo-aneurysma - XA: 27; Embolisatie pseudo-aneurysma - CT: 3,2023-02-05,0.54,UNCHECKED,UNREVIEWED,,0,4047010,Embolization of intracranial aneurysm,Procedure,MAPS_TO,,<auto>,1679066306951,
RAD_OEC9900_MG,Onderzoek OK Menen,300,,Mammography,Onderzoek OK Menen - RF: 278; Onderzoek OK Menen - OT: 16; Onderzoek OK Menen - ES: 3,2017-07-27,0.30,UNCHECKED,UNREVIEWED,,0,4274106,Incision and reexploration for second look,Procedure,MAPS_TO,,<auto>,1679066307910,
RAD_RECO_MG,Reconversie,12,,Mammography,Reconversie - US: 14,2017-08-09,0.63,UNCHECKED,UNREVIEWED,,0,4286350,Conversion of rectal position,Procedure,MAPS_TO,,<auto>,1679066308193,
RAD_ZH00000096_CR,CR Transit,29,,Computed Radiography,CR Transit - CR: 22,2023-03-09,0.35,UNCHECKED,UNREVIEWED,,0,4264216,Transposition of tissue of anus,Procedure,MAPS_TO,,<auto>,1679066308208,
RAD_KMGI5_MG,Kleine Macroscopie + gewone biopsie + 5 immuno's,1,,Mammography,not in wise,2008-09-09,0.23,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066308288,
RAD_ECHO TRA_MG,ECHO TRANSVAGINAAL,36,,Mammography,not in wise,2011-03-24,0.61,UNCHECKED,UNREVIEWED,,0,4027510,Transvaginal echography,Procedure,MAPS_TO,,<auto>,1679066308438,
RAD_MIBG-OLD_MG,Gebruiksk.molecule,7,,Mammography,not in wise,2001-06-07,0.17,UNCHECKED,UNREVIEWED,,0,37117838,Molecular breast imaging,Procedure,MAPS_TO,,<auto>,1679066309049,
RAD_0000008885_CT,CT AORTA – Acute Aortasyndromen (+),9,,Computed Tomography,CT AORTA – Acute Aortasyndromen (+) - CT: 9,2023-02-20,0.21,UNCHECKED,UNREVIEWED,,0,3050490,CT Abdominal Aorta,Procedure,MAPS_TO,,<auto>,1679066309720,
RAD_ZH00000539_XA,Pre-SIRT,36,,X-Ray Angiography,Pre-SIRT - XA: 38,2023-03-14,0.43,UNCHECKED,UNREVIEWED,,0,4005821,Pre-surgery testing,Procedure,MAPS_TO,,<auto>,1679066309851,
RAD_B1302_MG,MIBI2TOMOS1DAG,12,,Mammography,MIBI2TOMOS1DAG - NM: 11,2015-08-14,0.09,UNCHECKED,UNREVIEWED,,0,3052505,XR tomography Tibia and Fibula,Procedure,MAPS_TO,,<auto>,1679066310107,
RAD_ZH00005295_US,Arteriële Duplex Bovenste Ledematen,16,,Ultra Sound,Arteriële Duplex Bovenste Ledematen - US: 18; Arteriële Duplex Bovenste Ledematen - US: 2,2022-12-07,0.25,UNCHECKED,UNREVIEWED,,0,4144167,Excision of duplex ureter,Procedure,MAPS_TO,,<auto>,1679066310288,
RAD_KMD1I2_MG,KMD1I2,1,,Mammography,not in wise,2011-02-14,0.07,UNCHECKED,UNREVIEWED,,0,36032035,CT Calcaneus Multisection for bone density,Procedure,MAPS_TO,,<auto>,1679066310307,
RAD_S95_MG,gr.macro + gr.micro + 1 immuno,7,,Mammography,not in wise,1999-06-22,0.28,UNCHECKED,UNREVIEWED,,0,4214176,Integrated optical coherence tomography and scanning laser ophthalmoscopy,Procedure,MAPS_TO,,<auto>,1679066311260,
RAD_GALA-OLD_MG,GALACTOGRAFIE,9,,Mammography,not in wise,2001-03-23,0.77,UNCHECKED,UNREVIEWED,,0,4108249,Mammary ductogram,Procedure,MAPS_TO,,<auto>,1679066311391,
RAD_0000008705_NM,Schildklierscan Tc99m met SPECT/CT (LDCT) inj,300,,Nuclear Medicine,Schildklierscan Tc99m met SPECT/CT (LDCT) inj - NM: 319,2023-03-15,0.37,UNCHECKED,UNREVIEWED,,0,40771755,SPECT Spleen W Tc-99m tagged RBC IV,Procedure,MAPS_TO,,<auto>,1679066311493,
RAD_T_PUDR_MG,PUNCTIE DRAINAGE,12,,Mammography,not in wise,2006-10-27,0.72,UNCHECKED,UNREVIEWED,,0,4313285,Centesis,Procedure,MAPS_TO,,<auto>,1679066311900,
RAD_42_MG,heelkundige behandeling van oude luxatie van elleb,28,,Mammography,not in wise,1999-05-25,0.26,UNCHECKED,UNREVIEWED,,0,4126795,Understanding behavior,Procedure,MAPS_TO,,<auto>,1679066312282,
RAD_MBIM4_MG,Minibiopt + 4 immuno's,1,,Mammography,not in wise,2010-08-27,0.24,UNCHECKED,UNREVIEWED,,0,4263352,Hymenoptera immunotherapy,Procedure,MAPS_TO,,<auto>,1679066312515,
RAD_ROTA_MG,ROTABLATOR,28,,Mammography,ROTABLATOR - XA: 30,2017-05-12,0.80,UNCHECKED,UNREVIEWED,,0,4280522,Rotational atherectomy,Procedure,MAPS_TO,,<auto>,1679066313588,
RAD_DLAPMBC_MG,Diagn. laparascopie met biopsie of cytologie,16,,Mammography,Diagn. laparascopie met biopsie of cytologie - ES: 16,2015-05-28,0.33,UNCHECKED,UNREVIEWED,,0,4269232,Laparoscopy with biopsy,Procedure,MAPS_TO,,<auto>,1679066313673,
RAD_ECHONI_MG,Echo NIEREN,9,,Mammography,Echo NIEREN - US: 9,2012-03-09,0.33,UNCHECKED,UNREVIEWED,,0,4091145,Evoked oto-acoustic emission measurement,Procedure,MAPS_TO,,<auto>,1679066313742,
RAD_0000008710_NM,Nierscintigrafie met DMSA SPECT/CT (LDCT) inj,36,,Nuclear Medicine,Nierscintigrafie met DMSA SPECT/CT (LDCT) inj - NM: 40,2023-03-14,0.38,UNCHECKED,UNREVIEWED,,0,4329502,SPECT of kidney using dimercaptosuccinic acid,Procedure,MAPS_TO,,<auto>,1679066314357,
RAD_T_MRSPON_MG,MRI Spondyl,9,,Mammography,not in wise,2018-04-04,0.57,UNCHECKED,UNREVIEWED,,0,4129794,Laminotomy,Procedure,MAPS_TO,,<auto>,1679066314891,
RAD_ZH00000585_NM,Divertikel van Meckel SPECT/CT (low dose CT),12,,Nuclear Medicine,Divertikel van Meckel SPECT/CT (low dose CT) - NM: 11,2022-11-10,0.36,UNCHECKED,UNREVIEWED,,0,4027867,Procedure on Meckel's diverticulum,Procedure,MAPS_TO,,<auto>,1679066314929,
RAD_0000005150_MG,Myocardscintigrafie (Tc99m) Stress Farmaco inj,7,,Mammography,Myocardscintigrafie (Tc99m) Stress Farmaco inj - OT: 738; Myocardscintigrafie (Tc99m) Stress Farmaco inj - NM: 14; Myocardscintigrafie (Tc99m) Stress Farmaco inj - MG: 7; Myocardscintigrafie (Tc99m) Stress Farmaco inj - CT: 6; Myocardscintigrafie (Tc99m) Stress Farmaco inj - DX: 1,2018-04-25,0.41,UNCHECKED,UNREVIEWED,,0,36685418,SPECT CT using Tc99m (technetium 99m) tetrofosmin of myocardial perfusion,Procedure,MAPS_TO,,<auto>,1679066315436,
RAD_B1116_MG,RENO MAG3,28,,Mammography,RENO MAG3 - NM: 28,2015-10-05,0.41,UNCHECKED,UNREVIEWED,,0,4346948,Tc99m-MAG3 renogram,Procedure,MAPS_TO,,<auto>,1679066315993,
RAD_ZH00000544_XA,Embolisatie Varicocoele/ Vena ovarica,16,,X-Ray Angiography,Embolisatie Varicocoele/ Vena ovarica - XA: 15,2023-02-09,0.53,UNCHECKED,UNREVIEWED,,0,4071955,Embolization of varicocele,Procedure,MAPS_TO,,<auto>,1679066316074,
RAD_0000005144_NM,Dopamine transporter SPECT inj,300,,Nuclear Medicine,Dopamine transporter SPECT inj - OT: 342; Dopamine transporter SPECT inj - NM: 304; Dopamine transporter SPECT inj - CT: 1,2023-03-16,0.46,UNCHECKED,UNREVIEWED,,0,36685548,SPECT brain dopamine transporter study using ioflupane (123-I),Procedure,MAPS_TO,,<auto>,1679066316084,
RAD_ZH00005643_NM,Holmium scout pre-therapie inj,1,,Nuclear Medicine,Holmium scout pre-therapie inj - NM: 9,2023-03-14,0.25,UNCHECKED,UNREVIEWED,,0,40487861,Endoscopic excision of prostate using holmium laser,Procedure,MAPS_TO,,<auto>,1679066316451,
RAD_T_CHANR_MG,CT Hand Re,16,,Mammography,not in wise,2017-12-08,0.88,UNCHECKED,UNREVIEWED,,0,3048324,CT Hand,Procedure,MAPS_TO,,<auto>,1679066317249,
RAD_0000008901_CR,CR Abdomen - Pelletstudy dag 7,7,,Computed Radiography,CR Abdomen - Pelletstudy dag 7 - CR: 7,2023-03-13,0.45,UNCHECKED,UNREVIEWED,,0,40491002,CT perfusion study of abdomen,Procedure,MAPS_TO,,<auto>,1679066317442,
RAD_ZH00000499_US,Punctie - Vacuumgeassisteerd Borst op Echo + Clip,36,,Ultra Sound,Punctie - Vacuumgeassisteerd Borst op Echo + Clip - US: 25; Punctie Borst Vacuumbiopsie onder Echo - US: 2; Punctie Borst Vacora onder Echo - US: 1,2022-12-02,0.36,APPROVED,EQUAL,Stijn Dupulthys,1679068707416,4331230,Vacuum assisted biopsy of breast using ultrasound guidance,Procedure,MAPS_TO,,Stijn Dupulthys,1679068705146,
RAD_ZH00000419_MR,MR Uterus Pre Embolisatie Myomen Klein,12,,Magnetic Resonance,MR Uterus Pre Embolisatie Myomen Klein - MR: 12,2022-09-01,0.47,UNCHECKED,UNREVIEWED,,0,3031365,MR Uterus,Procedure,MAPS_TO,,<auto>,1679066317929,
RAD_ZH00000059_CR,CR MFM / Orbita Rechts,28,,Computed Radiography,CR MFM / Orbita Rechts - CR: 9,2023-01-05,0.27,UNCHECKED,UNREVIEWED,,0,3034002,CT Orbit,Procedure,MAPS_TO,,<auto>,1679066317983,
RAD_ZH00000049_OT,CR LWZ,7,,Other,CR LWZ - CR: 14437; CR LWZ - OT: 4;  - CR: 2,2022-03-30,0.20,UNCHECKED,UNREVIEWED,,0,2759284,"Extraction of Lower Spine Bursa and Ligament, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,,<auto>,1679066318246,
RAD_AAHN_MG,ABLATIE ARTERIELE HYPERTENSIE + NARCOSE,9,,Mammography,ABLATIE ARTERIELE HYPERTENSIE + NARCOSE - XA: 9,2013-06-12,0.24,UNCHECKED,UNREVIEWED,,0,759812,Hypertension exercise education,Procedure,MAPS_TO,,<auto>,1679066318651,
RAD_GBD1I3_MG,GBD1I3,16,,Mammography,not in wise,2011-06-22,0.12,UNCHECKED,UNREVIEWED,,0,3024034,US Gallbladder,Procedure,MAPS_TO,,<auto>,1679066318759,
RAD_CATHLAB_MG,Onderzoeken cathlab,1,,Mammography,Onderzoeken cathlab - XA: 1,2010-05-14,0.10,UNCHECKED,UNREVIEWED,,0,1176077,CT Guidance for percutaneous replacement of drainage catheter of Unspecified body region,Procedure,MAPS_TO,,<auto>,1679066318862,
RAD_CAIM4_MG,Cytologie andere + 4x immuno,299,,Mammography,not in wise,2011-11-17,0.34,UNCHECKED,UNREVIEWED,,0,4295112,Immunological therapy,Procedure,MAPS_TO,,<auto>,1679066319258,
RAD_1580_MG,PUNCTIE ASCITES,28,,Mammography,not in wise,2015-08-11,0.47,UNCHECKED,UNREVIEWED,,0,4313285,Centesis,Procedure,MAPS_TO,,<auto>,1679066319415,
RAD_T_CVOEL+_MG,CT Voet Li +,9,,Mammography,not in wise,2018-01-10,0.22,UNCHECKED,UNREVIEWED,,0,3050573,CT Lower extremity,Procedure,MAPS_TO,,<auto>,1679066319521,
RAD_ZH00005657_NM,LuPSMA therapie STUDIE inj,12,,Nuclear Medicine,LuPSMA therapie STUDIE inj - NM: 12,2023-02-15,0.39,UNCHECKED,UNREVIEWED,,0,4266507,DNA analysis,Procedure,MAPS_TO,,<auto>,1679066320016,
RAD_SB2I6_MG,2 x superbiopsie + 6 immuno's,36,,Mammography,not in wise,2011-09-30,0.23,UNCHECKED,UNREVIEWED,,0,4314777,Immunosuppressive therapy,Procedure,MAPS_TO,,<auto>,1679066320063,
RAD_T_EELL2_MG,Echo Elleboog Bilateraal,16,,Mammography,not in wise,2018-01-12,0.23,UNCHECKED,UNREVIEWED,,0,3050190,MG Breast - bilateral MLO,Procedure,MAPS_TO,,<auto>,1679066320418,
RAD_SGBI4_MG,Superbiop + gewone biop + 4 immuno's,7,,Mammography,not in wise,2009-01-05,0.22,UNCHECKED,UNREVIEWED,,0,4314777,Immunosuppressive therapy,Procedure,MAPS_TO,,<auto>,1679066320512,
RAD_ZH00000531_XA,TIPSS,28,,X-Ray Angiography,TIPSS - XA: 27,2023-03-14,0.64,UNCHECKED,UNREVIEWED,,0,4329650,Ultrasonography of transjugular intrahepatic portosystemic shunt stent,Procedure,MAPS_TO,,<auto>,1679066320764,
RAD_ZH00000431_MR,MR Schouder Geen Arthro Links,299,,Magnetic Resonance,MR Schouder Geen Arthro Links - MR: 287,2023-03-10,0.38,UNCHECKED,UNREVIEWED,,0,3052123,MR Shoulder Arthrogram,Procedure,MAPS_TO,,<auto>,1679066321233,
RAD_GBMB2_MG,Gewone biopsie + 2x minibiopsie,9,,Mammography,not in wise,2011-09-05,0.27,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066321313,
RAD_1713_MG,ECHO TRANSVAGINAAL,7,,Mammography,ECHO TRANSVAGINAAL - US: 3,2013-07-25,0.61,UNCHECKED,UNREVIEWED,,0,4027510,Transvaginal echography,Procedure,MAPS_TO,,<auto>,1679066322457,
RAD_0000005146_DX,Myocardscintigrafie (Tc99m) rust inj,1,,Digital Radiography,Myocardscintigrafie (Tc99m) rust inj - OT: 1039; Myocardscintigrafie (Tc99m) rust inj - NM: 9; Myocardscintigrafie (Tc99m) rust inj - CT: 7; Myocardscintigrafie (Tc99m) rust inj - MG: 6; Myocardscintigrafie (Tc99m) rust inj - DX: 1,2021-01-04,0.43,UNCHECKED,UNREVIEWED,,0,36685418,SPECT CT using Tc99m (technetium 99m) tetrofosmin of myocardial perfusion,Procedure,MAPS_TO,,<auto>,1679066322619,
RAD_ZH00000529_XA,Embolisatie Aneurysma Bovenbuik,12,,X-Ray Angiography,Embolisatie Aneurysma Bovenbuik - XA: 12; Embolisatie Aneurysma Bovenbuik - US: 1,2023-02-16,0.53,UNCHECKED,UNREVIEWED,,0,4047010,Embolization of intracranial aneurysm,Procedure,MAPS_TO,,<auto>,1679066322861,
RAD_CWZ5_MG,CWZ5,299,,Mammography,not in wise,1998-12-28,0.09,UNCHECKED,UNREVIEWED,,0,4098333,Continuous wave ultrasonic Doppler,Procedure,MAPS_TO,,<auto>,1679066322900,
RAD_KMGB2_MG,Kleine Macroscopie + 2x gewone biopsie,16,,Mammography,not in wise,2010-11-22,0.25,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066323033,
RAD_DUSA_MG,Duplex controle arterieel letsel,36,,Mammography,Duplex controle arterieel letsel - US: 16; Duplex specifiek arterieel - US: 15; duplex specifiek arterieel - US: 3,2017-04-18,0.37,UNCHECKED,UNREVIEWED,,0,4194861,Duplex scan of lower limb arteries,Procedure,MAPS_TO,,<auto>,1679066323074,
RAD_ZH00005509_XA,loop recorder explantatie,28,,X-Ray Angiography,not in wise,2023-02-21,0.62,UNCHECKED,UNREVIEWED,,0,4047082,Implantation of insertable loop recorder,Procedure,MAPS_TO,,<auto>,1679066323679,
RAD_WMRAB_MG,MRW hals/thorax abdomen bekken,9,,Mammography,MRW hals/thorax abdomen bekken - MR: 7,2017-09-25,0.33,UNCHECKED,UNREVIEWED,,0,4330934,CT of thorax and abdomen with contrast,Procedure,MAPS_TO,,<auto>,1679066323724,
RAD_IMRLM_MG,MR lidmaat IZEGEM,16,,Mammography,MR lidmaat IZEGEM - MR: 232,2017-01-30,0.34,UNCHECKED,UNREVIEWED,,0,3002471,MR Lower extremity,Procedure,MAPS_TO,,<auto>,1679066323998,
RAD_T_PROCTO_MG,Procto Endoscopie,296,,Mammography,not in wise,2018-04-12,0.52,UNCHECKED,UNREVIEWED,,0,4171571,Proctoscopy,Procedure,MAPS_TO,,<auto>,1679066324804,
RAD_TTE_MG,TRANS THORACAAL ECHOCARDIOGRAM,1,,Mammography,Transthoracale echocardiografie - US: 1,2010-11-26,0.65,UNCHECKED,UNREVIEWED,,0,4230911,Echocardiography,Procedure,MAPS_TO,,<auto>,1679066325067,
RAD_SB2I7_MG,2 x superbiopsie + 7 immuno's,12,,Mammography,not in wise,2011-09-22,0.23,UNCHECKED,UNREVIEWED,,0,4314777,Immunosuppressive therapy,Procedure,MAPS_TO,,<auto>,1679066325183,
RAD_ZH00005562_US,TEE conversie,28,,Ultra Sound,TEE conversie - US: 35; TEE conversie - US: 5,2020-03-06,0.53,UNCHECKED,UNREVIEWED,,0,4017048,Conversion to insulin,Procedure,MAPS_TO,,<auto>,1679066325286,
RAD_URINAIRE_MG,URINAIRE ECHOGRAFIE,7,,Mammography,not in wise,2011-02-02,0.44,UNCHECKED,UNREVIEWED,,0,4086677,Pelvic echography,Procedure,MAPS_TO,,<auto>,1679066325330,
RAD_ZH00000506_US,Punctie Lever,294,,Ultra Sound,Punctie Lever - US: 295; Punctie Lever - CT: 29; Punctie Lever - XA: 14,2023-03-15,0.53,UNCHECKED,UNREVIEWED,,0,44783762,Puncture of liver,Procedure,MAPS_TO,,<auto>,1679066326205,
RAD_TES_MG,Testisscan,9,,Mammography,Testisscan - NM: 1,2013-10-02,0.42,UNCHECKED,UNREVIEWED,,0,4023418,Incisional biopsy of testis by transscrotal approach,Procedure,MAPS_TO,,<auto>,1679066326305,
RAD_ZH00000647_NM,Xofigo Therapie en consultatie,36,,Nuclear Medicine,Xofigo Therapie en consultatie - OT: 57; Xofigo Therapie en consultatie - NM: 35,2023-03-14,0.35,UNCHECKED,UNREVIEWED,,0,4276330,General radiation therapy consultation and report,Procedure,MAPS_TO,,<auto>,1679066326485,
RAD_IARTR_MG,RX ARTHROGRAFIE IZEGEM,12,,Mammography,RX ARTHROGRAFIE IZEGEM - RF: 12,2016-06-27,0.41,UNCHECKED,UNREVIEWED,,0,4140539,Arthrography,Procedure,MAPS_TO,,<auto>,1679066326739,
RAD_ZH00000012_OT,CR Elleboog Links,1,,Other,CR Elleboog Links - CR: 6817;  - CR: 7; CR Elleboog Links - OT: 1,2019-07-16,0.25,UNCHECKED,UNREVIEWED,,0,4044347,Ultrasound phlebography,Procedure,MAPS_TO,,<auto>,1679066326985,
RAD_0000008540_CR,CR Arthro Pols Rechts (CT),28,,Computed Radiography,CR Arthro Pols Rechts (CT) - CR: 28,2023-02-09,0.24,UNCHECKED,UNREVIEWED,,0,4201344,Computed tomography arthrography of midtarsal joint,Procedure,MAPS_TO,,<auto>,1679066327054,
RAD_CAV4_MG,Bil-fps-v new,292,,Mammography,Bil-fps-v new - RF: 135; Bil-fps-v new - XA: 26,2017-08-25,0.08,UNCHECKED,UNREVIEWED,,0,42898035,"Fusion of Cervical Vertebral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",Procedure,MAPS_TO,,<auto>,1679066327624,
RAD_ZH00000508_US,Punctie Lumbaal,9,,Ultra Sound,Punctie Lumbaal - CT: 58; Punctie Lumbaal - US: 9; Punctie Lumbaal - XA: 6,2022-06-22,0.53,UNCHECKED,UNREVIEWED,,0,4080549,Lumbar puncture,Procedure,MAPS_TO,,<auto>,1679066327624,
RAD_FLA2_MG,SEL.ABD.FLEBO 2+,7,,Mammography,not in wise,2000-10-25,0.21,UNCHECKED,UNREVIEWED,,0,4271057,Incision of abdominal vein,Procedure,MAPS_TO,,<auto>,1679066327824,
RAD_N7680_MG,POORTKATHETER,36,,Mammography,not in wise,2015-09-30,0.25,UNCHECKED,UNREVIEWED,,0,4164278,Catheterization,Procedure,MAPS_TO,,<auto>,1679066327871,
RAD_1709_MG,ECHO BEKKEN MANNELIJK,16,,Mammography,ECHO BEKKEN MANNELIJK - US: 14,2015-09-10,0.18,UNCHECKED,UNREVIEWED,,0,4091145,Evoked oto-acoustic emission measurement,Procedure,MAPS_TO,,<auto>,1679066327909,
RAD_OPG_MG,Schedel,1,,Mammography,RX Orthopantogram - CR: 6744; RX Orthopantogram - PX: 1985; RX Orthopantogram - OT: 4; Schedel - CR: 1; RX Orthopantogram - DX: 1,2009-02-19,0.43,UNCHECKED,UNREVIEWED,,0,4043206,Activity scheduling,Procedure,MAPS_TO,,<auto>,1679066328046,
RAD_3_MG,biopsie 3x,27,,Mammography,not in wise,1999-02-22,0.38,UNCHECKED,UNREVIEWED,,0,4311405,Biopsy,Procedure,MAPS_TO,,<auto>,1679066328067,
RAD_ZH00000495_CT,Punctie Ascites,12,,Computed Tomography,Punctie Ascites - US: 409; Punctie Ascites (Evacuerend) - US: 112; Punctie Ascites - CT: 4; Punctie Ascites (Evacuerend) - CT: 3; Punctie Ascites (Evacuerend) - XA: 2; Punctie Ascites - XA: 1,2020-06-16,0.47,UNCHECKED,UNREVIEWED,,0,4313285,Centesis,Procedure,MAPS_TO,,<auto>,1679066328175,
