source_code,source_term,source_frequency
RAD_ZH00000405,MR Bijnieren Urotheliale Tumor,10
RAD_ECMI,Echo milt,10
RAD_T_GVPNT,Gewrichtspunctie,9
RAD_0000008594,Echo Combinatie,9
RAD_CA1V,CA1V,9
RAD_AAHN,ABLATIE ARTERIELE HYPERTENSIE + NARCOSE,9
RAD_T_AVISC1,AMS TR Coel of Ren,9
RAD_THQ,Quadramet,9
RAD_DILATATI,A.JODI,9
RAD_EMKA,COAX.KATH.EMBOLIS.,9
RAD_0000008885,CT AORTA – Acute Aortasyndromen (+),9
RAD_1604,EMBOL. V:SPERM,9
RAD_MAND,MAND,9
RAD_ZH00000189,CT Bovenste Ledematen Thoracic Outlet,9
RAD_0000008919,Epidurale Thoracaal,9
RAD_T_ADN,RX Adenoiden,9
RAD_NMR,NMR BEKKEN,9
RAD_ZH00005543,Dilatatie arteria renalis,9
RAD_ZH00000669,SPECT-CT Elleboog Links,9
RAD_ARTP,ARTP,9
RAD_0000008597,Complexe interventionele procedure,9
RAD_GALA-OLD,GALACTOGRAFIE,9
RAD_96,heelkundige behandeling van pseudarthrose van femu,9
RAD_T_SRE,Toeslag Echo in OP,9
RAD_ALMP-OLD,ART.LIDM.VIA NAALD,9
RAD_VBIM1,Vriescoupe + 1 immuno,9
RAD_ZH00005488,CRT PM-vervanging,9
RAD_CS00000016,Echocardiografie TEE,9
RAD_KMD3I3,KMD3I3,9
RAD_KMMB2,Kleine Macroscopie + minibiopsie 2x,9
RAD_0000008753,CT Schouder Links ZIMMER ONE,9
RAD_LRN,LEAD REVISIE + NARCOSE,9
RAD_ECHONI,Echo NIEREN,9
RAD_T_DLIDAF,Duplex Arterieel Opvolging,9
RAD_GBMB2,Gewone biopsie + 2x minibiopsie,9
RAD_T_CVOEL+,CT Voet Li +,9
RAD_CLYSMA D,KL,9
RAD_0000008830,Holmium therapie inj,9
RAD_SBD1I3,SBD1I3,9
RAD_T_MRSPON,MRI Spondyl,9
RAD_0000008831,Holmium therapie scan,9
RAD_33,celblok 3X,8
RAD_VBSBI4,Vriesbiopt + superbiopt + 4 immuno's,8
RAD_CUIM1,Cytologie urine + immuno,8
RAD_ZH00000582,Longventilatie,8
RAD_S206,gr. macro + gr. micro + kl. macro,8
RAD_ZH00005588,PCI + IVUS,8
RAD_KMD3I4,KMD3I4,8
RAD_ZH00005249,evacuerende ascitespunctie,8
RAD_T_LWT,RX LWZ Trauma,8
RAD_0000008827,Holmium scout pre-therapie inj,8
RAD_MSCRVR,RX mammoscreening risicoprofiel,8
RAD_T_FLID,Flebografie Lidmaat,8
RAD_T_MLWNT,Myelo LWZ,8
RAD_ECHOVR,Echo VROUWELIJK BEKKEN,8
RAD_ZH00000123,MA Mammoscreening Rechts,8
RAD_T_PUH,Punctie heup,8
RAD_VASC,Vasculaire scan,8
RAD_T_FLM,RX Full Leg,8
RAD_T_CBELLL,CBCT Elleboog Links,8
RAD_ZH00005248,diagnostische ascitespunctie,8
RAD_AAT,ABLATIE LINKER ATRIALE TACHYCARDIE CARTO,8
RAD_0000008552,EUS Circulair,8
RAD_MRAFS,mr hersenen voor studie,8
RAD_0000008899,CR Abdomen - Pelletstudy dag 1,8
RAD_ECHOHF60,Echo Hartfalen 60',8
RAD_ZH00005580,coronarografie + PCI,8
RAD_T_PART40,Art Punctie K40,8
RAD_1500,AORTA T+A,8
RAD_0000008875,MR Schouder INDIRECTE arthro Links (I.V.),8
RAD_POVA,Punctie Ovarium,8
RAD_TRPUN,TRANSSEPTALE PUNCTIE,8
RAD_KMSI4,Kleine Macroscopie + superbiopsie + 4 immuno's,8
RAD_THM,Therapie Metastron,8
RAD_ZH00000256,Echo Zwangerschap,8
RAD_ZH00005303,Veneuze Duplex AV Fistel,8
RAD_PRET,punctie retroperitoneaal,8
RAD_ZH00000622,Nierscintigrafie met DMSA (LDCT),7
RAD_ZH00005298,Arteriële Duplex Abdomen,7
RAD_1325,ERCP + ECTOMIE,7
RAD_1713,ECHO TRANSVAGINAAL,7
RAD_LUMP-OLD,LUMBAAL PUNKTIE,7
RAD_LAPEXTRA,"Laprascopie extra uterine, cystectomie, endometrio",7
RAD_T_MRSCH-,MRI Schedel Screening,7
RAD_MDT,Maag-duodenum-transit 14cl,7
RAD_T_SRX,BKN RX in OP,7
RAD_ZH00005466,1. Plaatsen PM,7
RAD_ZH00005300,Veneuze Duplex Halsvaten,7
RAD_WNDREV,WOND REVISIE,7
RAD_SGBI4,Superbiop + gewone biop + 4 immuno's,7
RAD_SCICDIN,SUBCUTANE ICD IMPLANTATIE,7
RAD_B1134,PARATHYROID,7
RAD_DOPD,Alleen Tracer,7
RAD_ZH00005582,coronarografie + TAVI + TEE + firma + narcose,7
RAD_0000008900,CR Abdomen - Pelletstudy dag 3,7
RAD_MIBG-OLD,Gebruiksk.molecule,7
RAD_TBO2-OLD,TOMO BOT 2 REEKSEN,7
RAD_PTCA1PO,PTCA 1 TAK POST-OP,7
RAD_CA2IM2,Cytologie andere 2x + 2x immuno,7
RAD_ZH00005229,Onderzoek 90 minuten,7
RAD_PTCA3,PTCA 3 OF MEER LETSELS,7
RAD_ZH00005470,5. Ablatie linker atriale tachycardie CARTO,7
RAD_TTE1S,Transthoracale echocardiografie sc,7
RAD_N1660,CT HALS_THORAX ABDOMEN,7
RAD_TTE,TRANS THORACAAL ECHOCARDIOGRAM,7
RAD_ANGIO 1 ,A.JODI,7
RAD_ARPUN,ARTERIE PUNCTIE,7
RAD_PWER,Punctie wervellichaam,7
RAD_85,heelkundige behandeling van fractuur van 1 teen,7
RAD_ZH00005542,ASD-sluiting + TEE + narcose,7
RAD_EN,Echo nieren,7
RAD_ECAK,ECAK,7
RAD_1551,PNEUMANGIO 1 INV,7
RAD_URINAIRE,URINAIRE ECHOGRAFIE,7
RAD_GBID1,GBID1,7
RAD_FLA2,SEL.ABD.FLEBO 2+,7
RAD_CR0000,Scopie op rx,7
RAD_T_CBARTH,CBCT Arthrografie,7
RAD_T_CFOS,CT Fossa Post +,7
RAD_SMGI4,Supermakroscopie + gewone biopsie + 4 immuno's,7
RAD_ZH00005587,PCI + CTO,7
RAD_KMVBI4,Kleine Macroscopie + vriesbiop + 4 immuno's,7
RAD_S95,gr.macro + gr.micro + 1 immuno,7
RAD_0000008819,MR Hersenen Gezichtsarteries – 3D-TOF MOTSA,7
RAD_KLEUREND,Small Parts,7
RAD_ZH00000581,Longventilatie SPECT,6
RAD_MAMC,Mammografie met contrast ,6
RAD_ZH00000339,MR Cardio Coronairen,6
RAD_ZH00000511,Punctie Ovarium,6
RAD_S96,gr.macro + gr.micro + 2 immuno's,6
RAD_SMKI2,Supermakroscopie + kleine makroscopie + 2 immuno's,6
RAD_SKSP,schildkliertomografie,6
RAD_T_EVIN2,Echo Vinger Bilateraal,6
RAD_IM3,immuno 3x,6
RAD_CAVO-OLD,CAVOGRAFIE,6
RAD_T_CFEMR,CT Femur Re,6
RAD_SMD3I4,SMD3I4,6
RAD_ARAT,ABLATIE RECHTER ATRIALE TACHYCARDIE,6
RAD_PTMV,PTMV-MITRALISKLEPPLASTIE,6
RAD_0000005132,Octreotidescintigrafie SPECT/CT (low dose CT) inj,6
RAD_-,-,6
RAD_DPMR,DDD-PACEMAKER-REVISIE,6
RAD_0000008814,MR Planning radiotherapie Brughoektumor,6
RAD_ZH00005103,Sentinel Cervix scan,6
RAD_T_CONBR+,CT Onderbeen Re +,6
RAD_ORBL,RX orbita li,6
RAD_9065,ECHO NIER < 5 JAAR,6
RAD_1730,CAROTIS + PERIFEER,6
RAD_ZH00000441,MR Elleboog Triceps Links,6
RAD_ORBR,RX orbita re,6
RAD_DMSAREN,Nierscan met Renocis,6
RAD_PMICDE,PACEMAKER OF ICD EXTRACTIE,6
RAD_ZH00005583,coronarografie + PFO sluiting + TEE + narcose,6
RAD_T_PART75,Arteriop K75,6
RAD_ZH00000580,Longperfusie,6
RAD_CG,Cholangiography,6
RAD_KMSBI3,Kleine macroscopie + superbiopsie + 3 immuno,6
RAD_ZH00005110,"CT HART - Evaluatie kunstklep (-,+)/EKG",6
RAD_SM2I4,2x supermacroscopie + 4x immuno,6
RAD_GB6,Halsted of pattey met vriescoupe,6
RAD_0000008553,EUS Punctie,6
RAD_0000008686,Lymfescan ledematen SPECT/CT (LD CT),6
RAD_0000005142,Hersenscan SPECT Ceretec GE inj,6
RAD_0000008879,Echo-Kleurendoppler penile vaten bij erectiele sto,6
RAD_0000005130,MIBGscintigrafie SPECT/CT (low dose CT) inj,6
RAD_ECHOSC,Echo SCROTUM,6
RAD_T_PUNIER,Nierpunctie +,6
RAD_4,biopsie 4x,6
RAD_EGJD,Echo gastro Dr. Decaestecker,6
RAD_0000008901,CR Abdomen - Pelletstudy dag 7,6
RAD_T_EABD,ECHO ABDOMEN,6
RAD_CT,CT,6
RAD_501,1 x immuno,6
RAD_ZH00000070,CR Arthro Knie Links,6
RAD_KMMB1,Kleine Macroscopie + minibiopsie 1x,6
RAD_0000008671,MR Virtopsie ikv gerechtelijk onderzoek,6
RAD_CAD1I3,CAD1I3,6
RAD_0000008687,Lymfescan ledematen SPECT/CT (LD CT),6
RAD_S210,gr.macro + gr.micro + gr. macro + gr. micro,6
RAD_ZH00005640,MR Blaas Staging,6
RAD_HMASS,HART MASSAGE,6
RAD_KM2I5,2 x kleine Macroscopie + 5 immuno's,6
RAD_0000005131,MIBGscintigrafie SPECT/CT (low dose CT) scan,6
RAD_GB2I1,Gewone biopsie 2x + 1 immuno,6
RAD_ZH00005472,Ablatie AVRT (WPW),6
RAD_0000005133,Octreotidescintigrafie SPECT/CT (low dose CT) scan,6
RAD_T_MRST,MRI Sternoclavic,6
RAD_71,heelkundige behandeling van fractuur van beide tib,6
RAD_ZH00005545,PTAV,6
RAD_CRTPMV,CRT PM-VERVANGING,6
RAD_KM2I7,2 x kleine Macroscopie + 7 immuno's,6
RAD_ZH00005047,Diagnostische arteriografie onderste ledematen,6
RAD_T_CBHANL,CBCT Hand Links,6
RAD_ID3,Immuno duurdere 3x,5
RAD_SBD2I4,SBD2I4,5
RAD_ZH00000559,Schildklierscan Tc99m met SPECT,5
RAD_105,vriescoupe + 5 controles,5
RAD_K2D3I3,K2D3I3,5
RAD_B2008,JOOD8THERAPIE,5
RAD_SGBI2,Superbiop + gewone biop + 2 immuno's,5
RAD_SEHCAT,galzuurresorptietest (SehCat),5
RAD_SI,Stent iliacaal,5
RAD_ARATN,ABLATIE RECHTER ATRIALE TACHYCARDIE + NARCOSE,5
RAD_ERA+,Amb ERCP+papillotomie,5
RAD_ECHOOPER,Echo operatiezaal,5
RAD_1615,TIPSS,5
RAD_SM2KM,Supermakroscopie 2 x + kleine makro,5
RAD_1319,P.T.C.,5
RAD_0000008860,CT Angio Klein Bekken en Penis,5
RAD_GIBL,G-I Bloedverlies,5
RAD_ZH00005581,coronarografie + nierangio,5
RAD_PDOUG,Punctie Douglas,5
RAD_CS00000019,Transthoracaal echo,5
RAD_ZH00000550,Whole body met SPECT,5
RAD_T_SOMNT,Maagsondage,5
RAD_T_CBHANR,CBCT Hand Rechts,5
RAD_0000008798,CT Virtopsie,5
RAD_SBD1I4,SBD1I4,5
RAD_ZH00005467,2. Vervangen batterij PM,5
RAD_SBD2I2,SBD2I2,5
RAD_ZH00000523,Trombolyse,5
RAD_K2D3I1,K2D3I1,5
RAD_ZH00000538,Viscerale angio,5
RAD_T_MRHUMR,MRI Humerus Re,5
RAD_CUIM2,cytologie urine - sputum + 2x immuno,5
RAD_T_CBKNIR,CBCT Knie Rechts,5
RAD_CAD1I4,CAD1I4,5
RAD_ZH00005515,VT-studie,5
RAD_T_DWT,RX DWZ Trauma,5
RAD_1450,IVP,5
RAD_ZH00005060,Andere,5
RAD_DEFON,DIAGNOSTISCH EFO + NARCOSE,5
RAD_KM2I2,2 x Kleine macroscopie + 2 immuno's,5
RAD_0000008872,CT Medacta My Spine Single,5
RAD_1251,LUMBALE WERVELS BIJKOMENDE OPNAME,5
RAD_T_DCAVE,Duplex Car & Echo,5
RAD_206,2 x makro + 2 x biopsie,5
RAD_SMVB,Supermakroscopie + vriesbiopsie,5
RAD_ZH00000657,Consultatie hosp,5
RAD_RVAP,RV OF AP (angiogram),5
RAD_B1176,REFLUX,5
RAD_RX ENKEL,RX ENKEL,5
RAD_BYMISPTC,BYMISPTCCT,5
RAD_KM2I3,2 x kleine Macroscopie + 3 immuno's,5
RAD_CORPO-1P,CORPO & 1T PTCA 2 LETSELS,5
RAD_ECHO ZWA,Small Parts,5
RAD_GBD2I2,GBD2I2,5
RAD_0000008767,TEE conversie Rumbeke,5
RAD_ZH00005283,Mammo Elders Gemaakte Beelden,5
RAD_CAD2I3,CAD2I3,5
RAD_TENC,plaatsen cath Tenckhoff,5
RAD_WMRAG,MRW Angiografie,5
RAD_SBID3,Superbiopsie + 3 duurdere immuno's,5
RAD_ENTE,RX Enteroclysma,5
RAD_DMSASP,DMSA met spect-opname,5
RAD_SMKM2,Supermakroscopie + 2 x kleine makroscopie,5
RAD_1617,EMBOL. ARTERIEEL LEDEMATEN,5
RAD_514,1 VC + 4 x immuno,5
RAD_ZH00005539,coronaro + IVUS,5
RAD_ECBOVR,Echo borsten verhoogd risico,5
RAD_AATN,ABLATIE ATRIALE TACHYCARDIE + NARCOSE,5
RAD_ZH00005447,CT Knie Links ZIMMER PSI,4
RAD_ZH00005521,VVI-pacemakerimplantatie + narcose,4
RAD_GBD1I4,GBD1I4,4
RAD_0000008601,MIBGscintigrafie niet-oncologisch injectie,4
RAD_AVTC,ABLATIE VENTRICULAIRE TACHYCARDIE (CARTO),4
RAD_GB3I3,Gewone biopsie 3x + 3 immuno's,4
RAD_MRMAVR,MR mammae verhoogd risico,4
RAD_T_SEH,Echo  IZ ,4
RAD_0000008581,Echo abdomen,4
RAD_0000008837,CT Schouder Wright Blueprint Links,4
RAD_ECPA,Echo pancreas,4
RAD_PTCA2PO,PTCA 2 OF MR TAKKEN POST-OP,4
RAD_0000008626,Revisie wonde,4
RAD_CTCOG,CT Congenitale cardio ,4
RAD_ZH00005279,CR Elders Gemaakte Beelden,4
RAD_T_MRVOAL,MRI Voorarm Li,4
RAD_ZH00000065,CR Arthro Elleboog Rechts,4
RAD_SB,Stent bovenbeen,4
RAD_ZH00005586,coronaro + nierangio + PTA nierarterie,4
RAD_KMD3,KMD3,4
RAD_0000008723,CT HART - beoordeling kunstkleppen (-/+) EKG,4
RAD_ZH00005184,ICD controle adhoc,4
RAD_0000008838,CT Schouder Wright Blueprint Rechts,4
RAD_ZH00005635,LuPSMA cyclus 1 scan Dag6,4
RAD_VPMIN,VVI_PACEMAKER-IMPLANTATIE + NARCOSE,4
RAD_ERGO,ERGONOVINETEST,4
RAD_ZH00000658,SPECT-CT Schedel,4
RAD_T_CBVINR,CBCT Vinger Rechts,4
RAD_ZH00000592,Hersenscan SPECT/CT (low dose CT) Ceretec GE,4
RAD_T_SOBNT,Blaassondage,4
RAD_ZH00000636,Sentinel Cervix (LDCT),4
RAD_GB8,Gewone biopsie 8x,4
RAD_SBD3I2,SBD3I2,4
RAD_LSV,Longventilatie SPECT,4
RAD_1455,OPSTIJGENDE PYELO BI,4
RAD_B1140,PERFUSIE-HSA,4
RAD_T_CBRSP,CBCT RSP,4
RAD_SMGI1,Supermakroscopie + gewone biopsie + immuno,4
RAD_KMD2I2,KMD2I2,4
RAD_VSD,VSD,4
RAD_TRNW-OLD,TRAANWEG + KONTR.,4
RAD_0000008637,Conebeam Arthro Pols Rechts,4
RAD_1322,TRANSIT 10 CL,4
RAD_CBCTTAP,CBCT Tandheelkunde pseudo,4
RAD_ZH00000535,Embolisatie Shunt,4
RAD_CS00000031,Fietsergometrie - Loopband,4
RAD_INFAB,"WBCscan, MoAB gemerkt",4
RAD_APUL,Pulmonalis angio,4
RAD_CA3I4,Cytologie andere 3x + 4x immuno,4
RAD_PNEF,Percut. nefrostomie,4
RAD_PMIN,DDD-PACEMAKERIMPLANTATIE + NARCOSE,4
RAD_ZH00000097,CR Cholangiografie,4
RAD_T_CWZ1,CT Wervelzuil,4
RAD_SM3,Supermakroscopie 3x,4
RAD_GBID3,GBID3,4
RAD_0000008799,MR Virtopsie,4
RAD_ZH00005579,coronarografie + rechter hartkatheterisatie + biop,4
RAD_B1156,V/P STATISCH,4
RAD_HYSTEROG,hyst,4
RAD_ZH00005603,PTA nierarterie,4
RAD_ZH00005591,PCI+OCT,4
RAD_T_ARCAH3,Arcuscar Hals 3,4
RAD_ZH00000518,Punctie Vene Jugularis/Subclavia/Femoralus ,4
RAD_KM3,Kleine Macroscopie 3x,4
RAD_AVKFP,ABLATIE VKF (PVAC),4
RAD_0000008636,Conebeam Arthro Pols Links,4
RAD_ZH00005375,Wissel SPS,4
RAD_CAD1I2,CAD1I2,3
RAD_MAOR-OLD,KATHETER IN AORTA,3
RAD_CA3I3,Cytologie andere 3x + 3x immuno,3
RAD_ECPR,ECPR,3
RAD_M96,kl.macro + kl.micro + 2 immuno's,3
RAD_0000008618,CR Babygram,3
RAD_SMD2I1,SMD2I1,3
RAD_ZH00005578,coronarografie + rechter hartkatheterisatie + NO,3
RAD_ZH00000500,Punctie - Vacuumgeassisteerd Borst op Mammo,3
RAD_AST,ABLATIE SUPRAVENT. TACHYCARDIE,3
RAD_ZH00000486,MR Mammo Galactografie - Breast Coil Only,3
RAD_ZH00005593,DDD-PM implantatie + looprecorder extractie,3
RAD_D3IM1,D3IM1,3
RAD_B1136,SCHILDKLIER MET TOMO,3
RAD_ZH00000655,Injectie via poortkatheter,3
RAD_COLLSPCT,Colloidscan met SPECTCT low dose,3
RAD_T_CHEUL+,CT Heup Li +,3
RAD_VID,videofluoroscopie,3
RAD_512,1 VC + 2 x immuno,3
RAD_VPMR,VVI_PACEMAKER-REVISIE,3
RAD_ZH00005599,VKF ablatie CARTO + AT ablatie + narcose,3
RAD_MF5,Materiaal Forfait PCI znd cor stent met DEB,3
RAD_T_MRUTER,MRI Uterus-Ovariae,3
RAD_0000008670,CR Virtopsie ikv gerechtelijk onderzoek,3
RAD_SBIDI4,1 x superbiopt + 1 x immuno duurdere + 4 x gewone ,3
RAD_T_EOOG,Echo Oog,3
RAD_T_CHUML,Ct Humerus Li,3
RAD_PTC-OLD,PTC MIN.3CL,3
RAD_1729,SUPPL OP,3
RAD_CS00000126,Spirometrie zittend/liggend,3
RAD_PBLA,Punctie blaas,3
RAD_1312,MD TRANSIT,3
RAD_ZH00005482,CRT ICD-revisie,3
RAD_T_MRVOAR,MRI Voorarm Re,3
RAD_ZH00005512,Tijdelijke pacemaker,3
RAD_MIBGCT,MIBG - scan met SPECT en low CT,3
RAD_EMBL,Embolisatie lidmaat,3
RAD_CAD2,CAD2,3
RAD_ZH00000067,CR Arthro Pols Rechts,3
RAD_23,niet cervix cyto 3x,3
RAD_0000008915,MR Pediatrie Full Spine,3
RAD_T_MRHUML,MRI Humerus Li,3
RAD_ZH00005607,coronaro + FFR + PCI,3
RAD_SMSBI4,Supermakro + superbiopsie + 4x immuno¿s,3
RAD_BYMISP,Bijschildklierscan met SPECT-opnames met Tc-Sestam,3
RAD_0000008574,XA Elders Gemaakte Beelden,3
RAD_0000008727,CT Schouder Links ZIMMER PSI,3
RAD_ZH00000551,Botscan deel lichaam,3
RAD_CAD2I1,CAD2I1,3
RAD_SBD3,SBD3,3
RAD_B1138,TOMO NA THERAPIE I131,3
RAD_K2D3I4,K2D3I4,3
RAD_ZH00000574,Myocardscintigrafie (Tl201)  Stress Farmacologisch,3
RAD_1511,ANGIO 1 LID,3
RAD_ZH00005495,DDD-Pacemakerrevisie,3
RAD_9024,VISC FLEBOGRAFIE,3
RAD_ZH00005293,Drukmetingen Bovenste Ledematen,3
RAD_KM2I1,2 x Kleine macroscopie + 1 immuno,3
RAD_KMGB3,Kleine Macroscopie + 3x gewone biopsie,3
RAD_0000008873,CT Medacta My Spine Multi,3
RAD_ZH00000248,Conebeam Knie Rechts,3
RAD_ZH00005465,PHmetrie IMP MDL,3
RAD_0000008920,CT TPS Hersenen,3
RAD_0000005143,Hersenscan SPECT Ceretec GE scan,3
RAD_VBSBI1,vriesbiopt + superbiopt + 1 immuno,3
RAD_HSPCERCT,Hersenscan SPECTCTopnames Ceretec GE,3
RAD_GER,Gastro-oesofagale reflux,3
RAD_T_CFEML,CT Femur Li,3
RAD_PC,Port-a-cath,3
RAD_1663,CT STAG.2 REG.Z/M +50%,3
RAD_RISASPCT,Cysternografie + SPECT/CT (lok CT),3
RAD_B2012,JOOD12THERAPIE,3
RAD_TC99,Tc 99,3
RAD_KMD1I3,KMD1I3,3
RAD_0000008602,MIBGscintigrafie niet-oncologisch scan,3
RAD_ZH00005282,MR Elders Gemaakte Beelden,3
RAD_ZH00000496,Punctie Blaas,3
RAD_ZH00005502,Lead Extractie,3
RAD_PGLW,Punctie galwegen,3
RAD_T_ADE,Adenoiden,3
RAD_ZH00005633,LuPSMA cyclus 1 injectie,3
RAD_SIAL-OLD,SIALOGRAFIE,3
RAD_1681,WORTELINFILTRATIE,3
RAD_0000008853,CR Expertise ikv gerechtelijk onderzoek,3
RAD_EPI,EPICARDIALE LEAD OK,3
RAD_B2015,JOOD15THERAPIE,3
RAD_SMKMI1,SMKMI1,3
RAD_T_PLUM,Punctie lumbaal,3
RAD_ZH00005230,Onderzoek 120 minuten,3
RAD_ZH00005057,Inspanningsprovocatietest astma,3
RAD_SGB3,Superbiop + gewone biop + 3 immuno's,3
RAD_0000008622,Overige,3
RAD_VBSBI2,Vriescoupe + 2 immuno's + superbiopt,3
RAD_SBD3I4,SBD3I4,3
RAD_ZH00000135,CT Hersenen PSI,3
RAD_T_B0,minibiopsie,3
RAD_P.T.C.,PERITO,3
RAD_ZH00000107,CR Intra-Veneuze Urografie,3
RAD_ABDOMEN,Abdomen,3
RAD_0000008854,CT Expertise ikv gerechtelijk onderzoek,3
RAD_ZH00005506,Nierangio,2
RAD_0000008810,Echo hals (adhoc) Endocrino,2
RAD_ZH00005350,Port-a-cath - OK Menen,2
RAD_ZH00000078,CR Reumaskelet,2
RAD_0000008610,CT Bovenkaak,2
RAD_CA3I2,Cytologie andere 3x + 2x immuno,2
RAD_PIR,POW IMPORT WILG,2
RAD_KMSBI5,Kleine macroscopie + superbiopsie + 5 immuno's,2
RAD_CAD3I2,CAD3I2,2
RAD_GBID2,GBID2,2
RAD_HPRT,expertise-protocollering,2
RAD_SO,Stent onderbeen,2
RAD_LLIMPLN,LINKER LEAD IMPLANTATIE + Narcose,2
RAD_EVST,STENT MET BALLON,2
RAD_1270,SCHEDEL-SINUSSEN BIJKOMENDE OPNAME,2
RAD_ZH00005505,Lead revisie + narcose,2
RAD_ECM,ONDERZOEKEN ECHOTOESTEL,2
RAD_TBI123,Total Body scan met I123 en SPECT-opnames,2
RAD_0000008632,Conebeam Arthro Elleboog Links,2
RAD_T_ENT,Enteroclysma,2
RAD_6003I,NMR ANGIOGFIE BLOEDVATEN,2
RAD_ZH00000247,Conebeam Knie Links,2
RAD_73,heelkundige behandeling van metafysaire fractuur v,2
RAD_T_COFT1_,COFT1_ONDERZOEK,2
RAD_T_EMBY2,Emb + glob art + 2x selectief,2
RAD_LEVE,Lever-milt scan,2
RAD_ZH00005584,coronarografie + LAA sluiting + narcose + TEE,2
RAD_TH2IDW,Thorax 2cl IDEWE,2
RAD_GBD2I4,GBD2I4,2
RAD_74,heelkundige behandeling van peroneotibiale luxatie,2
RAD_REUMA,Reumaskelet (geen tarif),2
RAD_M202,mac/M + 2x biopsie,2
RAD_T_CBKNIL,CBCT Knie Links,2
RAD_PNEUMANG,A.JODI,2
RAD_T_OPP2,Opst Pyelogr 2,2
RAD_ZH00000561,Schildklier I123/Bijschildklier Tc99m MIBI SPECT,2
RAD_GBD3I2,GBD3I2,2
RAD_ZH00000589,Gastro-intestinaal bloedverlies,2
RAD_ZH00005203,Duplex thoracale vaten (adhoc) E,2
RAD_EGFM,Echo gastro Dr. Marolleau,2
RAD_GB7,partiële mammectomie + okselevidement,2
RAD_T_CVOAL,CT Voorarm Li,2
RAD_ATA,AT-ABLATIE (CARTO),2
RAD_ZH00005570,coronaro + IMPELLA,2
RAD_TRACER,tracer,2
RAD_SMD1,SMD1,2
RAD_KMD2I4,KMD2I4,2
RAD_T_CABD1,CT Abdomen,2
RAD_THSIRT2,SIRT Therapie 2,2
RAD_BRON-OLD,BRONCHOGRAFIE 3 CL,2
RAD_TC,inspuiting technetium,2
RAD_CAROTIS,CAROTIS + PERIFEER,2
RAD_ZH00000576,Longventilatie en -perfusie met SPECT,2
RAD_ZH00000513,Punctie Prostaat,2
RAD_ZH00005281,CT Elders Gemaakte Beelden,2
RAD_ZH00005108,CT HART - Evaluatie kunstklep (-)/EKG,2
RAD_C2D1I3,C2D1I3,2
RAD_QDR1_120,adenoidectomie,2
RAD_PMR,PACEMAKER-REVISIE,2
RAD_95,biopsie/makro + 1 immuno,2
RAD_AATC,ABLATIE LINKER ATRIALE TACHYCARDIE (CARTO),2
RAD_CTW1,CTW1,2
RAD_VBGBI3,Vriesbiopsie + gewoon biopt + 3 immuno's,2
RAD_T_PUB1,Blaaspunctie +,2
RAD_0000008787,Punctie Galblaas,2
RAD_CBCTCWZ,CBCT cervicale wervelzuil,2
RAD_STADSCAM,Brugsesteenweg,2
RAD_504,4 x immuno,2
RAD_ZH00005486,CRT PM-revisie,2
RAD_MECKSPCT,Meckel + low dos SPECT-CT,2
RAD_KMD1I4,KMD1I4,2
RAD_PGAL-OLD,PUNC.galactografie,2
RAD_ORTHO RO,ORTHO ROESELARE,2
RAD_VBGBI4,Vriesbiopsie + gewoon biopt + 4 immuno's,2
RAD_SMD1I3,SMD1I3,2
RAD_CRTPMRN,CRT PM-REVISIE + NARCOSE,2
RAD_1256,LUMBALE WERVELZUIL (6 OPNAMEN),2
RAD_T_ARCUH,Arcus Aortae,2
RAD_PUNCTIE,PUNCTIE,2
RAD_ZH00005540,ECMO,2
RAD_KM2G2,2 x kleine macroscopie + 2 x gewone biopsie,2
RAD_SMKMI3,SMKMI3,2
RAD_T_-,-,2
RAD_B2005,JOOD5THERAPIE,2
RAD_GB3I4,Gewone biopsie 3x + 4 immuno's,2
RAD_0000008611,CT Onderkaak,2
RAD_N2000,PATIENT WEIGERT,2
RAD_DKAT,DILATATIEBALLONKAT,2
RAD_ZH00005629,Subcutane ICD vervanging + narcose,2
RAD_B1130,LONG PERFUSIE + TOMO,2
RAD_SBD1I2,SBD1I2,2
RAD_ZH00005476,Ablatie hisbundel  + narcose,2
RAD_ZH00000537,Stenting A. renalis,2
RAD_0000008906,MR Knie Episealer Links,2
RAD_ENDOVASC,A.JODI,2
RAD_ZH00005601,coronarografie + PTAV,2
RAD_GB3I2,Gewone biopsie 3x + 2 immuno's,2
RAD_T_BPU,"Bijkomend nr., ECHO/CT niet aanrekenbaar",2
RAD_ES,Echotoestellen stadscampus,2
RAD_ZH00000442,MR Elleboog Triceps Rechts,2
RAD_0000008738,CT Parathyroïd (4D),2
RAD_SBGI4,Superbiopsie + gewone biopsie + 4 immuno's,2
RAD_KMVBI3,Kleine Macroscopie + vriesbiop + 3 immuno's,2
RAD_1350,PELVIMETRIE,2
RAD_VBGBI2,VBGBI2,2
RAD_GBD2I3,GBD2I3,2
RAD_ZH00005508,PM/ICD Extractie + narcose,2
RAD_KMG2I2,Kleine macroscopie + 2 x gewone biopsie + 2 immuno,2
RAD_0000008693,Plaatsen Holter Westlaan,2
RAD_KMVBI2,Kleine Macroscopie + vriesbiop + 2 immuno's,2
RAD_PECH,PECH,2
RAD_ZH00005452,Beperkt TEE onderzoek,2
RAD_KM2SB,2 x kleine Macroscopie + superbiopsie,2
RAD_ZH00005448,CT Knie Rechts ZIMMER PSI,2
